Week;Year;GID;Name;Pos;Team;h/a;Oppt;FD points;FD salary
13;2019;7032;Houston;Def;hou;h;nwe;5;3200
13;2019;7006;Chicago;Def;chi;a;det;5;5000
13;2019;7009;Dallas;Def;dal;h;buf;4;4200
13;2019;7008;Cleveland;Def;cle;a;pit;4;4600
13;2019;7027;San Francisco;Def;sfo;a;bal;4;3800
13;2019;7011;Detroit;Def;det;h;chi;3;4400
13;2019;7016;Miami;Def;mia;h;phi;3;3300
13;2019;7021;New York J;Def;nyj;a;cin;2;4900
13;2019;7018;New England;Def;nwe;a;hou;2;4900
13;2019;7026;LA Chargers;Def;lac;a;den;2;3900
13;2019;7023;Philadelphia;Def;phi;a;mia;1;5000
13;2019;7022;Oakland;Def;oak;a;kan;0;3100
13;2019;7002;Atlanta;Def;atl;h;nor;0;3200
13;2019;7001;Arizona;Def;ari;h;lar;0;3500
13;2019;7020;New York G;Def;nyg;h;gnb;-1;3000
